timestamp,equity
2024-04-02 06:00:00+00:00,10000.0
2024-04-02 06:15:00+00:00,10000.0
2024-04-02 06:30:00+00:00,10000.0
2024-04-02 06:45:00+00:00,10000.0
2024-04-02 07:00:00+00:00,10000.0
2024-04-02 07:15:00+00:00,10000.0
2024-04-02 07:30:00+00:00,10000.0
2024-04-02 07:45:00+00:00,10000.0
2024-04-02 08:00:00+00:00,10000.0
2024-04-02 08:15:00+00:00,10000.0
2024-04-02 08:30:00+00:00,10000.0
2024-04-02 08:45:00+00:00,10000.0
2024-04-02 09:00:00+00:00,10000.0
2024-04-02 09:15:00+00:00,10000.0
2024-04-02 09:30:00+00:00,10000.0
2024-04-02 09:45:00+00:00,10000.0
2024-04-02 10:00:00+00:00,10000.0
2024-04-02 10:15:00+00:00,10000.0
2024-04-02 10:30:00+00:00,10000.0
2024-04-02 10:45:00+00:00,10000.0
2024-04-02 11:00:00+00:00,10000.0
2024-04-02 11:15:00+00:00,10000.0
2024-04-02 11:30:00+00:00,10000.0
2024-04-02 11:45:00+00:00,10000.0
2024-04-02 12:00:00+00:00,10000.0
2024-04-02 12:15:00+00:00,10000.0
2024-04-02 12:30:00+00:00,10000.0
2024-04-02 12:45:00+00:00,10000.0
2024-04-02 13:00:00+00:00,10000.0
2024-04-02 13:15:00+00:00,10000.0
2024-04-02 13:30:00+00:00,10000.0
2024-04-02 13:45:00+00:00,10000.0
2024-04-02 14:00:00+00:00,10000.0
2024-04-02 14:15:00+00:00,10000.0
2024-04-02 14:30:00+00:00,10000.0
2024-04-02 14:45:00+00:00,10000.0
2024-04-02 15:00:00+00:00,10000.0
2024-04-02 15:15:00+00:00,10000.0
2024-04-02 15:30:00+00:00,10000.0
2024-04-02 15:45:00+00:00,10000.0
2024-04-02 16:00:00+00:00,10000.0
2024-04-02 16:15:00+00:00,10000.0
2024-04-02 16:30:00+00:00,10000.0
2024-04-02 16:45:00+00:00,10000.0
2024-04-02 17:00:00+00:00,10000.0
2024-04-02 17:15:00+00:00,10000.0
2024-04-02 17:30:00+00:00,10000.0
2024-04-02 17:45:00+00:00,10000.0
2024-04-02 18:00:00+00:00,10000.0
2024-04-02 18:15:00+00:00,10000.0
2024-04-02 18:30:00+00:00,10000.0
2024-04-02 18:45:00+00:00,10000.0
2024-04-02 19:00:00+00:00,10000.0
2024-04-02 19:15:00+00:00,10000.0
2024-04-02 19:30:00+00:00,10000.0
2024-04-02 19:45:00+00:00,10000.0
2024-04-02 20:00:00+00:00,10000.0
2024-04-02 20:15:00+00:00,10000.0
2024-04-02 20:30:00+00:00,10000.0
2024-04-02 20:45:00+00:00,10000.0
2024-04-02 21:00:00+00:00,10000.0
2024-04-02 21:15:00+00:00,10000.0
2024-04-02 21:30:00+00:00,10000.0
2024-04-02 21:45:00+00:00,10000.0
2024-04-02 22:00:00+00:00,10000.0
2024-04-02 22:15:00+00:00,10000.0
2024-04-02 22:30:00+00:00,10000.0
2024-04-02 22:45:00+00:00,10000.0
2024-04-02 23:00:00+00:00,10000.0
